image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
img_00005.jpg,4.4e-05,0,0.000104,9e-06,0.999438,2e-05,0.000385,0
img_00007.jpg,0.060657,0.009776,0.0126665,0.0134165,0.001169,0.0006625,0.002006,0.8996465
img_00009.jpg,0.704512666666667,0.177223666666667,0.019051,0.0113693333333333,0.003716,0.062801,0.00216433333333333,0.019162
img_00018.jpg,0.576404,0.0489773333333333,0.0169886666666667,0.011436,0.002828,0.332278,0.002508,0.00858
img_00027.jpg,0.6334525,0.145073,0.000444,0.0010235,0.002684,0.183618,0.0005185,0.033186
img_00030.jpg,0.056733,0.008444,0.018852,0.007912,0.584403,0.016358,0.300858,0.00644
img_00040.jpg,0.186268,0.022368,0.008269,0.004561,0.0109465,0.2754455,0.401556,0.090585
img_00046.jpg,0.553575,0.000708,0.003266,0.000415,0.427044,0.010695,0.003158,0.001139
img_00053.jpg,0.8892895,0.0231985,0.011653,0.003399,0.010451,0.0440265,0.0055655,0.012417
img_00071.jpg,0.0957696666666667,0.00222566666666667,0.00838866666666667,0.702617666666667,0.0100353333333333,0.169248,0.002243,0.00947266666666667
img_00075.jpg,0.274001,0.031815,0.000343,0.000743,0.008781,0.682073,0.002149,9.5e-05
img_00102.jpg,0.0998875,0.1051365,0.004795,0.0021675,0.002531,0.10771,0.0022865,0.6754855
img_00103.jpg,0.958297666666667,0.0100553333333333,0.000395,0.000558333333333333,0.000437,0.013215,0.000662,0.0163806666666667
img_00109.jpg,0.9939105,0.0001875,0.0003035,7.3e-05,0.0028875,0.001939,0.0002935,0.000406
img_00119.jpg,0.370027,0.0099865,0.0049655,0.0018445,0.315322,0.0573475,0.0041605,0.236346
img_00120.jpg,0.6125755,0.0111205,0.0002285,0.000792,0.0001715,0.001444,0.0809895,0.292678
img_00125.jpg,0.676792666666667,0.00612666666666667,0.00760166666666667,0.00645633333333333,0.001552,0.017682,0.0169903333333333,0.266798
img_00128.jpg,0.0140815,0.0428565,0.3880735,0.0015405,0.003,0.0029385,0.000579,0.5469305
img_00129.jpg,0.168043,0.014025,0.0067855,0.0027525,0.01059,0.1106995,0.5575675,0.1295365
img_00133.jpg,0.4400225,0.016479,0.008407,0.00401,0.4581255,0.061854,0.003501,0.0076
img_00138.jpg,0.9152785,0.0179925,0.0080005,0.002367,0.0083765,0.0122145,0.0023915,0.033379
img_00141.jpg,0.0001355,0.000128,0.0032455,4.45e-05,3.65e-05,5.15e-05,0.00101,0.9953485
img_00152.jpg,0.0001875,0.005434,0.014743,0.0009215,0.0010855,0.0638155,0.1045475,0.8092655
img_00161.jpg,4.7e-05,7.75e-05,0.000999,1.2e-05,3.55e-05,0.000151,7.6e-05,0.998602
img_00164.jpg,0.000651,2.7e-05,0.002048,0.00016,0.931412,0.000148,8e-05,0.065474
img_00170.jpg,0.5037335,0.003628,0.0257015,0.3977375,0.014349,0.014363,0.000702,0.039786
img_00171.jpg,0.700673,0.01499,0.066809,0.0239033333333333,0.00230666666666667,0.183958666666667,0.00405233333333333,0.00330633333333333
img_00172.jpg,0.000263,3e-06,0.000227,4.6e-05,0.998815,8.1e-05,0.000521,4.4e-05
img_00175.jpg,0.540324333333333,0.00289133333333333,0.0161613333333333,0.0163133333333333,0.00447033333333333,0.395680666666667,0.00459166666666667,0.019567
img_00180.jpg,0.008957,9.85e-05,0.000372,0.0002115,0.0445725,6.9e-05,0.0002115,0.945508
img_00196.jpg,0.135647,0.000466,0.004206,0.001889,0.5393,0.02063,0.007822,0.290039
img_00212.jpg,0.1682115,0.0747955,0.005775,0.1437285,0.001767,0.000581,0.000807,0.6043335
img_00223.jpg,0.898936,0.0169165,0.022787,0.0024615,0.001451,0.040802,0.000883,0.015763
img_00230.jpg,0.79704625,0.18773575,0.00542625,0.00108975,0.00034975,0.004372,0.0006835,0.00329675
img_00232.jpg,0.0018495,0.0162345,0.008582,0.002028,0.00469,0.0049645,0.9587875,0.0028635
img_00244.jpg,0.524418,0.188758,0.001121,0.0019615,0.0025135,0.069747,0.0051185,0.2063635
img_00272.jpg,0.8544555,0.021849,0.091971,0.01404,0.0006885,0.008874,0.0007745,0.0073475
img_00280.jpg,0.559156,0.0007845,0.0165355,0.002169,0.4073015,0.0059375,0.001089,0.0070265
img_00282.jpg,0.560301,0.007302,0.018502,0.098894,0.007894,0.2995,0.007084,0.000524
img_00285.jpg,0.5244835,0.184116,0.002059,0.002358,0.0014955,0.115042,0.083251,0.087195
img_00289.jpg,0.80778,0.005075,0.0048135,0.0018455,0.162868,0.01174,0.000333,0.0055455
img_00292.jpg,0.6195935,0.1047765,0.000576,0.0014625,0.010995,0.118024,0.006788,0.1377855
img_00302.jpg,0.132807,0.016961,0.005135,0.002242,0.010516,0.1887415,0.580056,0.0635425
img_00311.jpg,0.999046,0.0001265,4.75e-05,0.0001575,0.000103,1.85e-05,1.2e-05,0.0004895
img_00320.jpg,0.991517,0.0039055,0.0004235,0.0001545,0.0007685,0.0020105,0.00076,0.000461
img_00331.jpg,0.695418,0.0109105,0.0013115,0.004406,0.0241895,0.1617965,0.098891,0.0030775
img_00358.jpg,0.0677165,0.3515455,0.0038545,0.0123835,0.0044255,0.4381245,0.0233545,0.0985955
img_00374.jpg,0.62407275,0.10960575,0.0018855,0.0014855,0.0005415,0.003991,0.0019115,0.25650625
img_00375.jpg,0.2660475,0.057846,0.1560335,0.0373515,0.096278,0.3805495,0.0032785,0.002616
img_00376.jpg,0.923548,0.014691,0.003756,0.003797,0.0084975,0.0038525,0.037137,0.0047215
img_00380.jpg,0.9615135,0.001283,0.030717,0.0007685,0.002094,0.002151,0.0010365,0.0004365
img_00383.jpg,0.994912,0.002214,0.0002375,0.00026,0.0017195,0.000233,4.15e-05,0.000382
img_00398.jpg,0.9132295,0.0303785,0.0013775,0.0017865,0.0280535,0.008279,0.009571,0.007324
img_00407.jpg,0.924516666666667,0.006308,0.00965233333333333,0.032538,0.00265733333333333,0.0201736666666667,0.001177,0.002977
img_00417.jpg,0.037143,0.0324105,0.0009185,0.0150445,0.00047,0.0001135,0.000926,0.9129735
img_00432.jpg,0.897748,0.0023955,0.0118325,0.003547,0.0331805,0.039508,0.0031685,0.00862
img_00442.jpg,8.5e-06,8.55e-05,0.0005045,1.05e-05,5e-06,3.7e-05,3.25e-05,0.999317
