image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
img_00005.jpg,0.0101,5e-06,0.000106,8.5e-05,0.98933,3e-05,0.000326,1.8e-05
img_00007.jpg,0.0158775,0.004237,0.0042985,0.001912,0.002664,0.00633,0.0014655,0.963216
img_00009.jpg,0.823219,0.0482513333333333,0.00448666666666667,0.002092,0.007252,0.112892333333333,0.000233333333333333,0.001574
img_00018.jpg,0.963929333333333,0.00638133333333333,0.003635,0.0144,0.000863666666666667,0.0101166666666667,0.000188666666666667,0.000484666666666667
img_00027.jpg,0.5686695,0.1996455,0.0008385,0.0006815,0.0033105,0.2118505,0.0007095,0.014296
img_00030.jpg,0.421395,0.007132,0.047674,0.006865,0.272825,0.057424,0.03158,0.155106
img_00040.jpg,0.297425,0.0277605,0.015279,0.007525,0.0072325,0.1198855,0.479393,0.0455
img_00046.jpg,0.735584,7.8e-05,0.001419,0.000591,0.247622,0.011273,0.002143,0.001289
img_00053.jpg,0.964247,0.002714,0.0153145,0.004229,0.003875,0.0076965,0.0007345,0.00119
img_00071.jpg,0.0616193333333333,0.0192876666666667,0.0302463333333333,0.690807,0.0193053333333333,0.172866333333333,0.004444,0.00142333333333333
img_00075.jpg,0.138259,0.084771,0.003264,0.001146,0.020409,0.750274,0.001796,8.1e-05
img_00102.jpg,0.2335565,0.0049675,0.000223,0.00025,0.0007405,0.0038855,0.000273,0.756104
img_00103.jpg,0.897438666666667,0.008329,0.000693,0.00222833333333333,0.00164066666666667,0.088029,0.00105633333333333,0.000584666666666667
img_00109.jpg,0.989175,0.000564,0.0005295,0.0035005,0.0030875,0.002165,0.00041,0.000569
img_00119.jpg,0.012723,0.000423,0.001782,0.001959,0.636738,0.011588,0.000523,0.334264
img_00120.jpg,0.5097665,0.0004365,0.000236,0.0005295,0.0002485,0.001521,0.043912,0.44335
img_00125.jpg,0.687019333333333,0.00325266666666667,0.0347386666666667,0.01071,0.002489,0.0576803333333333,0.020923,0.183186333333333
img_00128.jpg,0.000587,0.047771,0.1610225,0.000216,0.0005875,0.0003465,0.000199,0.7892715
img_00129.jpg,0.2980455,0.0061065,0.01577,0.0045415,0.005143,0.068483,0.531501,0.07041
img_00133.jpg,0.014649,0.000709,6.2e-05,0.000557,0.982156,0.001706,0.000144,1.6e-05
img_00138.jpg,0.934732,0.026899,0.0067185,0.002016,0.001817,0.0005885,0.000557,0.026672
img_00141.jpg,1e-06,4.1e-05,0.0014205,1.15e-05,9e-06,0,1.4e-05,0.998502
img_00152.jpg,0.0037615,0.009679,0.002869,0.001353,0.003814,0.0320685,0.0626105,0.8838445
img_00161.jpg,2e-05,0.0002495,4.15e-05,2e-05,4.2e-05,0.0002975,1.35e-05,0.9993155
img_00164.jpg,0.009233,0.007747,0.009906,0.002742,0.945785,0.001511,0.00094,0.022136
img_00170.jpg,0.4723265,0.0003715,0.010856,0.4876275,0.0074965,0.0136575,0.000505,0.007159
img_00171.jpg,0.517999,0.001537,0.012144,0.026234,0.012949,0.427434,0.00152,0.000183
img_00172.jpg,0.000438,8e-06,4.4e-05,9.7e-05,0.998727,0.000544,0.000128,1.4e-05
img_00175.jpg,0.705009,0.0051995,0.022695,0.024313,0.0051505,0.186756,0.011179,0.039698
img_00180.jpg,0.0748585,0.000153,5.5e-05,0.0001405,0.0011745,4.55e-05,0.001122,0.922451
img_00196.jpg,0.092564,0.006151,0.008756,0.006031,0.556381,0.015583,0.001645,0.312889
img_00212.jpg,0.474729,0.016483,0.0004355,0.0067075,0.0003315,5.5e-05,0.0001865,0.5010715
img_00223.jpg,0.9035555,0.037052,0.037326,0.0015655,0.001656,0.0148725,0.0005655,0.003407
img_00230.jpg,0.8317075,0.15528375,0.001152,0.00094925,0.00042175,0.00524825,0.00115375,0.00408475
img_00232.jpg,0.000342,0.046304,0.001143,0.0022945,0.011324,0.0032535,0.9338765,0.0014625
img_00244.jpg,0.8148635,0.0862905,0.0018585,0.0025805,0.0045255,0.054869,0.001608,0.033405
img_00272.jpg,0.6267,0.0816425,0.1579725,0.010634,0.0009155,0.0437805,0.001564,0.07679
img_00280.jpg,0.91678,0.0007785,0.0026895,0.0007485,0.071201,0.000899,0.000847,0.0060565
img_00282.jpg,0.400226,0.001307,0.012587,0.047065,0.021726,0.515482,0.001309,0.000298
img_00285.jpg,0.7609935,0.011169,0.001783,0.001123,0.001663,0.100548,0.010521,0.1121985
img_00289.jpg,0.9561755,0.010501,0.00059,0.0002875,0.027114,9e-04,0.0001625,0.0042695
img_00292.jpg,0.6598795,0.0022905,0.0005015,0.0002745,0.000466,0.011565,0.001194,0.323829
img_00302.jpg,0.2562355,0.011416,0.0073485,0.005087,0.003182,0.0329695,0.6174955,0.066266
img_00311.jpg,0.992469,0.0039615,9.35e-05,0.0003005,0.000963,8.15e-05,7.7e-05,0.0020535
img_00320.jpg,0.976271,0.013039,0.0006955,0.000549,0.000937,0.001464,0.005998,0.001048
img_00331.jpg,0.737277,0.0020635,0.000865,0.0016835,0.0220575,0.1863215,0.00974,0.0399925
img_00358.jpg,0.1100275,0.072459,0.003772,0.0045705,0.002372,0.089103,0.030223,0.687473
img_00374.jpg,0.831738,0.007469,0.001028,3e-04,0.000129,0.002138,0.0002635,0.156934
img_00375.jpg,0.14384,0.018983,0.3324665,0.0343295,0.222712,0.2432095,0.0033545,0.001104
img_00376.jpg,0.944461,0.0009105,0.0064225,0.0006695,0.005762,0.0026435,0.0034745,0.035656
img_00380.jpg,0.947395,0.007234,0.030813,0.002185,0.001248,0.0091735,0.000814,0.001138
img_00383.jpg,0.969713,0.015243,0.000119,0.0001585,0.0128765,0.000337,0.00023,0.0013235
img_00398.jpg,0.836466,0.0258855,0.0023825,0.001297,0.008838,0.0030285,0.025123,0.0969795
img_00407.jpg,0.972006,0.0125483333333333,0.000867333333333333,0.00255433333333333,0.000417333333333333,0.00419533333333333,0.00014,0.00727166666666667
img_00417.jpg,0.351209,0.007983,0.0003305,0.0019335,0.0004815,0.000198,0.000256,0.6376075
img_00432.jpg,0.675778,0.087373,0.027387,0.0053195,0.0287,0.1377335,0.0197085,0.0179995
img_00442.jpg,1e-06,9.65e-05,6.4e-05,7e-06,3e-06,2.55e-05,2.05e-05,0.999782
img_00446.jpg,0.8973815,0.012396,0.000949,0.001996,0.0085055,0.025035,0.0041975,0.04954
img_00469.jpg,0.6475415,0.0017775,0.000979,0.026249,0.004113,0.003283,0.0039625,0.3120945
img_00473.jpg,0.961769,0.0009915,4.65e-05,3.7e-05,0.0001755,6.65e-05,9.75e-05,0.036817
img_00483.jpg,0.972749,4e-04,2e-05,5.6e-05,0.001982,7.4e-05,0.000206,0.024513
img_00484.jpg,0.189252,0.024758,0.002039,0.010832,0.0039715,0.0006275,0.0328255,0.735694
img_00486.jpg,0.6220025,0.027532,0.223149,0.0952145,0.005412,0.0245805,0.001544,0.0005655
img_00487.jpg,1.5e-05,3e-06,4.6e-05,1.4e-05,0.99968,1e-06,2.1e-05,0.000221
img_00493.jpg,0.099267,0.002721,0.107464,0.037635,0.399528,0.30225,0.02676,0.024376
img_00518.jpg,0.9360045,0.000186,0.0062095,0.000673,0.0278075,0.001228,0.0067285,0.0211625
img_00533.jpg,0.279931,0.074455,0.0125205,0.008317,0.009196,0.0735825,0.059502,0.4824965
img_00538.jpg,0.961836666666667,0.009725,0.000704666666666667,0.000826,0.00131033333333333,0.00436333333333333,0.000403,0.0208316666666667
img_00543.jpg,0.996116,0.002183,1.65e-05,2.65e-05,0.0002885,2.45e-05,8e-05,0.0012655
img_00550.jpg,0.370829,0.0883575,0.0622905,0.0050535,0.0324195,0.424039,0.0076705,0.0093405
img_00551.jpg,0.8025055,0.0138415,0.001941,0.003101,0.004702,0.137295,0.025634,0.0109805
img_00564.jpg,0.000126,0.009345,0.001333,0.000418,0.988109,0.000288,0.00026,0.00012
img_00575.jpg,0.7369135,0.0052525,0.0008485,0.001646,0.001065,0.0128965,0.0120385,0.2293395
img_00582.jpg,0.261375,0.213628,0.002409,0.005518,0.011981,0.426298,0.048782,0.03001
img_00584.jpg,0.9419065,0.0009075,0.0002335,9.65e-05,0.049909,0.0008995,0.0015775,0.0044705
img_00587.jpg,0.217966,0.10176,0.0010185,0.00561,0.001231,0.0259865,0.000493,0.645935
img_00590.jpg,0.040356,0.0290055,7.15e-05,0.0001655,0.0004035,0.0002775,7.3e-05,0.929648
img_00591.jpg,0.043203,0.000446,0.0001335,6.1e-05,0.0003335,0.0105645,0.00017,0.945089
img_00598.jpg,0.873886333333333,0.0185443333333333,0.006284,0.0412836666666667,0.00488266666666667,0.0183826666666667,0.002098,0.034638
img_00599.jpg,0.695842,0.0158505,0.0026415,0.0021605,0.001345,0.006352,0.018889,0.2569205
img_00612.jpg,0.870938,0.004295,0.000634,0.002405,0.00028,0.1082385,0.006668,0.006542
img_00618.jpg,0.974001,5e-06,0.000161,0.00022,0.022571,0.001357,0.000127,0.001558
img_00620.jpg,0.925998,0.0512685,0.007855,0.0037105,0.0032265,0.005601,0.0003885,0.001953
img_00642.jpg,0.4758835,0.0043325,0.002145,0.4918425,0.0030575,0.0059825,0.0001515,0.016604
img_00646.jpg,0.0010145,0.003486,0.006076,0.0002755,0.000287,0.0003975,0.0166135,0.97185
img_00648.jpg,0.9953925,0.002043,5.95e-05,8.15e-05,0.000773,3.6e-05,5.75e-05,0.001557
img_00650.jpg,0.5893865,0.011514,0.001807,0.0123515,0.0009165,0.3244995,0.046332,0.0131925
img_00654.jpg,0.8955165,0.009326,0.0076915,0.0052245,0.034698,0.03623,0.000567,0.010747
img_00664.jpg,0.993804,0.001338,0.0003695,9.2e-05,0.0004445,0.000578,0.0005475,0.0028265
img_00667.jpg,0.020538,0.000673,0.004566,0.002429,0.555635,0.012212,0.000838,0.403109
img_00676.jpg,0.018632,0.000426,0.001246,0.001329,0.529939,0.003427,0.000381,0.44462
img_00697.jpg,1.25e-05,4.1e-05,0.0036985,2.95e-05,1e-05,5e-07,3.8e-05,0.99617
img_00708.jpg,0.302273,0.063595,0.007961,0.007839,0.000807,0.0716075,0.0549975,0.49092
img_00716.jpg,0.21275,0.0828115,0.0002615,0.00101,0.0029995,0.0705825,0.213998,0.415588
img_00717.jpg,0.6403695,0.2162215,0.009233,0.003566,0.002225,0.084548,0.0134595,0.030378
